category,stimulus,preamble,prompt,response_no,response,matches,preamble_type,ground_truth,prompt_type
bird,goose_2,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_6,False.,True,default,False,subordinate
bird,cockatoo_4,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_6,False.,True,default,False,subordinate
bird,goose_1,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_6,False.,True,default,False,subordinate
bird,duck_1,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_6,False.,True,default,False,subordinate
bird,duck_2,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_6,False.,True,default,False,subordinate
bird,duck_3,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_6,False.,True,default,False,subordinate
bird,ostrich_3,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_6,False.,True,default,False,subordinate
bird,duck_4,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_6,False.,True,default,False,subordinate
bird,chicken_1,You are an AI assistant.,Does this image contain a goose? Answer true or false.,response_6,False.,True,default,False,subordinate
bird,ostrich_1,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_6,False.,True,default,False,subordinate
bird,kingfisher_2,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_6,False.,True,default,False,subordinate
bird,eagle_3,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_6,False.,True,default,False,subordinate
bird,eagle_2,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_6,False.,True,default,False,subordinate
bird,kingfisher_3,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_6,False.,True,default,False,subordinate
bird,toucan_4,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_6,False.,True,default,False,subordinate
bird,chicken_2,You are an AI assistant.,Does this image contain a goose? Answer true or false.,response_6,False.,True,default,False,subordinate
bird,ostrich_2,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_6,False.,True,default,False,subordinate
bird,kingfisher_1,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_6,False.,True,default,False,subordinate
bird,eagle_1,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_6,False.,True,default,False,subordinate
bird,macaw_4,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_6,False.,True,default,False,subordinate
bird,chicken_3,You are an AI assistant.,Does this image contain a goose? Answer true or false.,response_6,False.,True,default,False,subordinate
bird,toucan_3,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_6,False.,True,default,False,subordinate
bird,kingfisher_4,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_6,False.,True,default,False,subordinate
bird,eagle_4,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_6,False.,True,default,False,subordinate
bird,macaw_1,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_6,False.,True,default,False,subordinate
bird,toucan_2,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_6,False.,True,default,False,subordinate
bird,chicken_4,You are an AI assistant.,Does this image contain a goose? Answer true or false.,response_6,False.,True,default,False,subordinate
bird,macaw_3,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_6,False.,True,default,False,subordinate
bird,ostrich_4,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_6,False.,True,default,False,subordinate
bird,macaw_2,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_6,False.,True,default,False,subordinate
bird,toucan_1,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_6,False.,True,default,False,subordinate
tree,beech_1,You are an AI assistant.,Does this image contain a willow? Answer true or false.,response_7,False.,True,default,False,subordinate
tree,birch_2,You are an AI assistant.,Does this image contain a willow? Answer true or false.,response_7,False.,True,default,False,subordinate
tree,birch_3,You are an AI assistant.,Does this image contain a willow? Answer true or false.,response_7,True.,False,default,False,subordinate
tree,beech_2,You are an AI assistant.,Does this image contain a willow? Answer true or false.,response_7,False.,True,default,False,subordinate
tree,birch_1,You are an AI assistant.,Does this image contain a willow? Answer true or false.,response_7,True.,False,default,False,subordinate
tree,beech_3,You are an AI assistant.,Does this image contain a willow? Answer true or false.,response_7,False.,True,default,False,subordinate
tree,birch_4,You are an AI assistant.,Does this image contain a willow? Answer true or false.,response_7,False.,True,default,False,subordinate
tree,beech_4,You are an AI assistant.,Does this image contain a willow? Answer true or false.,response_7,False.,True,default,False,subordinate
tree,sycamore_4,You are an AI assistant.,Does this image contain a willow? Answer true or false.,response_7,False.,True,default,False,subordinate
tree,oak_2,You are an AI assistant.,Does this image contain a willow? Answer true or false.,response_7,False. The tree in the image is not a willow. It has a different leaf structure and canopy shape than typical willow trees.,True,default,False,subordinate
tree,oak_3,You are an AI assistant.,Does this image contain a willow? Answer true or false.,response_7,False.,True,default,False,subordinate
tree,spruce_4,You are an AI assistant.,Does this image contain a willow? Answer true or false.,response_7,False.,True,default,False,subordinate
tree,oak_1,You are an AI assistant.,Does this image contain a willow? Answer true or false.,response_7,False.,True,default,False,subordinate
tree,spruce_3,You are an AI assistant.,Does this image contain a willow? Answer true or false.,response_7,False.,True,default,False,subordinate
tree,oak_4,You are an AI assistant.,Does this image contain a willow? Answer true or false.,response_7,False.,True,default,False,subordinate
tree,sycamore_2,You are an AI assistant.,Does this image contain a willow? Answer true or false.,response_7,False.,True,default,False,subordinate
tree,sycamore_3,You are an AI assistant.,Does this image contain a willow? Answer true or false.,response_7,False.,True,default,False,subordinate
tree,spruce_2,You are an AI assistant.,Does this image contain a willow? Answer true or false.,response_7,False.,True,default,False,subordinate
tree,sycamore_1,You are an AI assistant.,Does this image contain a willow? Answer true or false.,response_7,False.,True,default,False,subordinate
tree,spruce_1,You are an AI assistant.,Does this image contain a willow? Answer true or false.,response_7,False.,True,default,False,subordinate
tree,palmtree_2,You are an AI assistant.,Does this image contain a willow? Answer true or false.,response_7,False.,True,default,False,subordinate
tree,hazel_1,You are an AI assistant.,Does this image contain a willow? Answer true or false.,response_7,False.,True,default,False,subordinate
tree,palmtree_3,You are an AI assistant.,Does this image contain a willow? Answer true or false.,response_7,False.,True,default,False,subordinate
tree,palmtree_1,You are an AI assistant.,Does this image contain a willow? Answer true or false.,response_7,False.,True,default,False,subordinate
tree,hazel_3,You are an AI assistant.,Does this image contain a willow? Answer true or false.,response_7,False.,True,default,False,subordinate
tree,elm_4,You are an AI assistant.,Does this image contain a willow? Answer true or false.,response_7,False.,True,default,False,subordinate
tree,hazel_2,You are an AI assistant.,Does this image contain a willow? Answer true or false.,response_7,False.,True,default,False,subordinate
tree,palmtree_4,You are an AI assistant.,Does this image contain a willow? Answer true or false.,response_7,False.,True,default,False,subordinate
tree,elm_1,You are an AI assistant.,Does this image contain a willow? Answer true or false.,response_7,False.,True,default,False,subordinate
tree,elm_3,You are an AI assistant.,Does this image contain a willow? Answer true or false.,response_7,True.,False,default,False,subordinate
tree,elm_2,You are an AI assistant.,Does this image contain a willow? Answer true or false.,response_7,False.,True,default,False,subordinate
tree,hazel_4,You are an AI assistant.,Does this image contain a willow? Answer true or false.,response_7,False.,True,default,False,subordinate
